"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"136215","Nova Southeastern University","2020","First major","'51.2306'","Occupational Therapy/Therapist","Doctor's degree - professional practice","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.2308'","Physical Therapy/Therapist","Doctor's degree - research/scholarship","13","-2"
"136215","Nova Southeastern University","2020","First major","'51.2308'","Physical Therapy/Therapist","Doctor's degree - professional practice","104","-2"
"136215","Nova Southeastern University","2020","First major","'51.2309'","Therapeutic Recreation/Recreational Therapy","Bachelor's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'51.2706'","Medical Informatics","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'51.2706'","Medical Informatics","Master's degree","25","-2"
"136215","Nova Southeastern University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","396","-2"
"136215","Nova Southeastern University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Master's degree","39","-2"
"136215","Nova Southeastern University","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Doctor's degree - research/scholarship","7","-2"
"136215","Nova Southeastern University","2020","First major","'51.3805'","Family Practice Nurse/Nursing","Master's degree","167","-2"
"136215","Nova Southeastern University","2020","First major","'51.3805'","Family Practice Nurse/Nursing","Post-master's certificate","4","-2"
"136215","Nova Southeastern University","2020","First major","'51.3805'","Family Practice Nurse/Nursing","Doctor's degree - research/scholarship","9","-2"
"136215","Nova Southeastern University","2020","First major","'52.0101'","Business/Commerce, General","Bachelor's degree","2","-2"
"136215","Nova Southeastern University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","68","-2"
"136215","Nova Southeastern University","2020","First major","'52.0201'","Business Administration and Management, General","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","380","-2"
"136215","Nova Southeastern University","2020","First major","'52.0201'","Business Administration and Management, General","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.0201'","Business Administration and Management, General","Doctor's degree - research/scholarship","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.0301'","Accounting","Bachelor's degree","3","-2"
"136215","Nova Southeastern University","2020","First major","'52.0301'","Accounting","Master's degree","108","-2"
"136215","Nova Southeastern University","2020","First major","'52.0701'","Entrepreneurship/Entrepreneurial Studies","Bachelor's degree","4","-2"
"136215","Nova Southeastern University","2020","First major","'52.0701'","Entrepreneurship/Entrepreneurial Studies","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.0701'","Entrepreneurship/Entrepreneurial Studies","Master's degree","8","-2"
"136215","Nova Southeastern University","2020","First major","'52.0701'","Entrepreneurship/Entrepreneurial Studies","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.0801'","Finance, General","Bachelor's degree","27","-2"
"136215","Nova Southeastern University","2020","First major","'52.0801'","Finance, General","Postbaccalaureate certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'52.0801'","Finance, General","Master's degree","20","-2"
"136215","Nova Southeastern University","2020","First major","'52.0801'","Finance, General","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1001'","Human Resources Management/Personnel Administration, General","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1001'","Human Resources Management/Personnel Administration, General","Master's degree","41","-2"
"136215","Nova Southeastern University","2020","First major","'52.1001'","Human Resources Management/Personnel Administration, General","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1003'","Organizational Behavior Studies","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1003'","Organizational Behavior Studies","Master's degree","1","-2"
"136215","Nova Southeastern University","2020","First major","'52.1003'","Organizational Behavior Studies","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1101'","International Business/Trade/Commerce","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1101'","International Business/Trade/Commerce","Master's degree","20","-2"
"136215","Nova Southeastern University","2020","First major","'52.1101'","International Business/Trade/Commerce","Post-master's certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1301'","Management Science","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1301'","Management Science","Master's degree","45","-2"
"136215","Nova Southeastern University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Bachelor's degree","18","-2"
"136215","Nova Southeastern University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Master's degree","38","-2"
"136215","Nova Southeastern University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Post-master's certificate","1","-2"
"136215","Nova Southeastern University","2020","First major","'52.1501'","Real Estate","Postbaccalaureate certificate","0","-2"
"136215","Nova Southeastern University","2020","First major","'52.1501'","Real Estate","Master's degree","26","-2"
"136215","Nova Southeastern University","2020","First major","'52.1601'","Taxation","Master's degree","15","-2"
"136215","Nova Southeastern University","2020","First major","'54.0101'","History, General","Bachelor's degree","3","-2"
"136233","Northwest Florida State College","2020","First major","'04.0901'","Architectural Technology/Technician","Associate's degree","5","-2"
"136233","Northwest Florida State College","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Certificates of less than 1 year","5","-2"
"136233","Northwest Florida State College","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Certificates of at least 12 weeks but less than 1 year","5","-2"
"136233","Northwest Florida State College","2020","First major","'11.0103'","Information Technology","Certificates of at least 1 but less than 2 years","0","-2"
"136233","Northwest Florida State College","2020","First major","'11.0103'","Information Technology","Associate's degree","0","-2"
"136233","Northwest Florida State College","2020","First major","'11.0201'","Computer Programming/Programmer, General","Certificates of less than 1 year","4","-2"
"136233","Northwest Florida State College","2020","First major","'11.0201'","Computer Programming/Programmer, General","Associate's degree","2","-2"
"136233","Northwest Florida State College","2020","First major","'11.0201'","Computer Programming/Programmer, General","Certificates of at least 12 weeks but less than 1 year","4","-2"
"136233","Northwest Florida State College","2020","First major","'11.0202'","Computer Programming, Specific Applications","Certificates of at least 1 but less than 2 years","1","-2"
"136233","Northwest Florida State College","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Certificates of at least 1 but less than 2 years","0","-2"
"136233","Northwest Florida State College","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Associate's degree","0","-2"
